ac_no,ac_name,district,state,region,reserved_for,candidate_name,party,alliance,is_incumbent,education,profession,age,gender,assets,liabilities,criminal_cases,literacy,community,eci_approved,party_approved,nomination_status,nomination_date,affidavit_url,eci_candidate_id,contact,website,x_handle,source,predicted_winner
66,Constituency #66,Chennai,Tamil Nadu,CHENNAI,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣32.5 Cr,,0,88.82117484215904,,False,False,,,,,,,,curated,NDA
67,Constituency #67,Virudhunagar,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣16.0 Cr,,0,93.03590239908915,,False,False,,,,,,,,curated,SPA
67,Constituency #67,Virudhunagar,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣48.7 Cr,,1,93.04529703607258,,False,False,,,,,,,,curated,SPA
67,Constituency #67,Virudhunagar,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣33.9 Cr,,0,88.19441997097323,,False,False,,,,,,,,curated,SPA
67,Constituency #67,Virudhunagar,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣30.0 Cr,,0,87.51171413117619,,False,False,,,,,,,,curated,SPA
68,Constituency #68,Madurai,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣29.4 Cr,,2,89.63148022396952,,False,False,,,,,,,,curated,SPA
68,Constituency #68,Madurai,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣10.0 Cr,,0,86.9376925855277,,False,False,,,,,,,,curated,SPA
68,Constituency #68,Madurai,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣49.5 Cr,,2,91.84994098618347,,False,False,,,,,,,,curated,SPA
68,Constituency #68,Madurai,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣50.4 Cr,,1,85.4777401979369,,False,False,,,,,,,,curated,SPA
69,Constituency #69,Theni,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣42.6 Cr,,1,88.44677325624131,,False,False,,,,,,,,curated,NDA
69,Constituency #69,Theni,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣33.5 Cr,,2,92.24867924170292,,False,False,,,,,,,,curated,NDA
69,Constituency #69,Theni,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣31.1 Cr,,1,93.40521708828449,,False,False,,,,,,,,curated,NDA
69,Constituency #69,Theni,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣47.4 Cr,,1,93.8902870866106,,False,False,,,,,,,,curated,NDA
70,Constituency #70,Perambalur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣29.9 Cr,,2,85.1894072806934,,False,False,,,,,,,,curated,SPA
70,Constituency #70,Perambalur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣5.0 Cr,,2,85.4875264364619,,False,False,,,,,,,,curated,SPA
70,Constituency #70,Perambalur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣22.9 Cr,,2,87.42429456477161,,False,False,,,,,,,,curated,SPA
70,Constituency #70,Perambalur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣3.2 Cr,,2,89.91776780080124,,False,False,,,,,,,,curated,SPA
71,Constituency #71,Pudukkottai,Tamil Nadu,CENTRAL,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣5.0 Cr,,2,86.42546839654388,,False,False,,,,,,,,curated,SPA
71,Constituency #71,Pudukkottai,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣46.9 Cr,,2,85.33455503851935,,False,False,,,,,,,,curated,SPA
71,Constituency #71,Pudukkottai,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣6.9 Cr,,0,87.9271250433155,,False,False,,,,,,,,curated,SPA
71,Constituency #71,Pudukkottai,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣40.6 Cr,,0,89.93395442968072,,False,False,,,,,,,,curated,SPA
72,Constituency #72,Nagapattinam,Tamil Nadu,CENTRAL,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣50.3 Cr,,0,92.22366248798892,,False,False,,,,,,,,curated,NDA
72,Constituency #72,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣44.1 Cr,,0,87.69319635299277,,False,False,,,,,,,,curated,NDA
72,Constituency #72,Nagapattinam,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣36.3 Cr,,0,88.7827298978018,,False,False,,,,,,,,curated,NDA
72,Constituency #72,Nagapattinam,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣10.4 Cr,,0,90.91166820165478,,False,False,,,,,,,,curated,NDA
73,Constituency #73,Dharmapuri,Tamil Nadu,WEST,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣49.4 Cr,,1,92.49653670889874,,False,False,,,,,,,,curated,SPA
73,Constituency #73,Dharmapuri,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣30.4 Cr,,2,92.72016705825268,,False,False,,,,,,,,curated,SPA
73,Constituency #73,Dharmapuri,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣29.9 Cr,,0,86.68361312186613,,False,False,,,,,,,,curated,SPA
73,Constituency #73,Dharmapuri,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣24.8 Cr,,1,94.4197916774251,,False,False,,,,,,,,curated,SPA
74,Constituency #74,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣27.0 Cr,,2,86.19871274603935,,False,False,,,,,,,,curated,NDA
74,Constituency #74,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,True,12th Pass,,,,Γé╣48.7 Cr,,2,85.02168090657914,,False,False,,,,,,,,curated,NDA
74,Constituency #74,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣46.4 Cr,,2,93.75066507031364,,False,False,,,,,,,,curated,NDA
74,Constituency #74,Tiruchirappalli,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣28.6 Cr,,0,85.7028504130162,,False,False,,,,,,,,curated,NDA
75,Constituency #75,Salem,Tamil Nadu,WEST,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣35.7 Cr,,2,86.33580253189925,,False,False,,,,,,,,curated,SPA
75,Constituency #75,Salem,Tamil Nadu,WEST,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣29.8 Cr,,2,86.01585306124919,,False,False,,,,,,,,curated,SPA
75,Constituency #75,Salem,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣37.6 Cr,,0,88.62486209701443,,False,False,,,,,,,,curated,SPA
75,Constituency #75,Salem,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣44.1 Cr,,1,93.52523246542177,,False,False,,,,,,,,curated,SPA
76,Constituency #76,Krishnagiri,Tamil Nadu,WEST,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣42.5 Cr,,1,88.366883991125,,False,False,,,,,,,,curated,NDA
76,Constituency #76,Krishnagiri,Tamil Nadu,WEST,SC,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣3.9 Cr,,2,92.61188391169935,,False,False,,,,,,,,curated,NDA
76,Constituency #76,Krishnagiri,Tamil Nadu,WEST,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣19.6 Cr,,0,93.90515878495597,,False,False,,,,,,,,curated,NDA
76,Constituency #76,Krishnagiri,Tamil Nadu,WEST,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣24.9 Cr,,0,91.39163449088056,,False,False,,,,,,,,curated,NDA
77,Edappadi,Salem,Tamil Nadu,WEST,GEN,DMK Nominee,DMK,SPA,False,12th Pass,,,,Γé╣14.5 Cr,,0,94.98533084109216,,False,False,,,,,,,,curated,NDA
77,Edappadi,Salem,Tamil Nadu,WEST,GEN,Edappadi K. Palaniswami,AIADMK,NDA,True,12th Pass,,,,Γé╣28.6 Cr,,2,92.60371514574098,,False,False,,,,,,,,curated,NDA
77,Edappadi,Salem,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣3.6 Cr,,1,85.29284289075235,,False,False,,,,,,,,curated,NDA
77,Edappadi,Salem,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣36.7 Cr,,2,92.95988050099959,,False,False,,,,,,,,curated,NDA
78,Constituency #78,Ranipet,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣25.7 Cr,,2,92.06337630570066,,False,False,,,,,,,,curated,NDA
78,Constituency #78,Ranipet,Tamil Nadu,NORTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣18.1 Cr,,2,93.98131763122714,,False,False,,,,,,,,curated,NDA
78,Constituency #78,Ranipet,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣19.6 Cr,,2,86.15111424555543,,False,False,,,,,,,,curated,NDA
78,Constituency #78,Ranipet,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣5.8 Cr,,0,85.32961991179968,,False,False,,,,,,,,curated,NDA
79,Constituency #79,Villupuram,Tamil Nadu,NORTH,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣47.9 Cr,,1,91.68497182355841,,False,False,,,,,,,,curated,NDA
79,Constituency #79,Villupuram,Tamil Nadu,NORTH,SC,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣14.5 Cr,,1,90.90000824492424,,False,False,,,,,,,,curated,NDA
79,Constituency #79,Villupuram,Tamil Nadu,NORTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣25.0 Cr,,0,94.70791644342165,,False,False,,,,,,,,curated,NDA
79,Constituency #79,Villupuram,Tamil Nadu,NORTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣42.8 Cr,,1,89.54955791158343,,False,False,,,,,,,,curated,NDA
80,Constituency #80,Kancheepuram,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣25.6 Cr,,0,90.77997301842777,,False,False,,,,,,,,curated,NDA
80,Constituency #80,Kancheepuram,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣22.6 Cr,,2,88.20926760283527,,False,False,,,,,,,,curated,NDA
80,Constituency #80,Kancheepuram,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣36.5 Cr,,2,89.24052480481166,,False,False,,,,,,,,curated,NDA
80,Constituency #80,Kancheepuram,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣8.6 Cr,,0,90.66097485141775,,False,False,,,,,,,,curated,NDA
81,Constituency #81,Tenkasi,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣16.1 Cr,,2,88.40766049600423,,False,False,,,,,,,,curated,NDA
81,Constituency #81,Tenkasi,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣9.0 Cr,,0,92.57637494946175,,False,False,,,,,,,,curated,NDA
81,Constituency #81,Tenkasi,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣35.8 Cr,,1,89.20054850201633,,False,False,,,,,,,,curated,NDA
81,Constituency #81,Tenkasi,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣32.7 Cr,,0,92.27327357351407,,False,False,,,,,,,,curated,NDA
82,Constituency #82,Kanyakumari,Tamil Nadu,SOUTH,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣34.2 Cr,,0,91.09291457378527,,False,False,,,,,,,,curated,NDA
82,Constituency #82,Kanyakumari,Tamil Nadu,SOUTH,SC,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣25.6 Cr,,1,91.14710415970863,,False,False,,,,,,,,curated,NDA
82,Constituency #82,Kanyakumari,Tamil Nadu,SOUTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣48.6 Cr,,0,93.30247647561107,,False,False,,,,,,,,curated,NDA
82,Constituency #82,Kanyakumari,Tamil Nadu,SOUTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣26.7 Cr,,2,85.04093706591277,,False,False,,,,,,,,curated,NDA
83,Constituency #83,Ramanathapuram,Tamil Nadu,SOUTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣22.3 Cr,,2,94.1723780516536,,False,False,,,,,,,,curated,SPA
83,Constituency #83,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣42.7 Cr,,0,88.73783207058705,,False,False,,,,,,,,curated,SPA
83,Constituency #83,Ramanathapuram,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣25.8 Cr,,0,88.96535531024229,,False,False,,,,,,,,curated,SPA
83,Constituency #83,Ramanathapuram,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣22.5 Cr,,0,88.97138274971233,,False,False,,,,,,,,curated,SPA
84,Constituency #84,Tirunelveli,Tamil Nadu,SOUTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣32.5 Cr,,2,90.71878429706486,,False,False,,,,,,,,curated,SPA
84,Constituency #84,Tirunelveli,Tamil Nadu,SOUTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣26.0 Cr,,2,87.99880359275338,,False,False,,,,,,,,curated,SPA
84,Constituency #84,Tirunelveli,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣27.9 Cr,,0,85.74481562061116,,False,False,,,,,,,,curated,SPA
84,Constituency #84,Tirunelveli,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣38.0 Cr,,0,94.45617705738526,,False,False,,,,,,,,curated,SPA
85,Constituency #85,Dindigul,Tamil Nadu,SOUTH,SC,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣42.0 Cr,,2,92.02449171167099,,False,False,,,,,,,,curated,NDA
85,Constituency #85,Dindigul,Tamil Nadu,SOUTH,SC,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣29.9 Cr,,2,89.9661469705587,,False,False,,,,,,,,curated,NDA
85,Constituency #85,Dindigul,Tamil Nadu,SOUTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣47.8 Cr,,2,88.77070586929729,,False,False,,,,,,,,curated,NDA
85,Constituency #85,Dindigul,Tamil Nadu,SOUTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣36.9 Cr,,2,90.60655330828806,,False,False,,,,,,,,curated,NDA
86,Constituency #86,Ariyalur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣3.7 Cr,,0,91.42683145611271,,False,False,,,,,,,,curated,SPA
86,Constituency #86,Ariyalur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣31.1 Cr,,0,93.19442913072287,,False,False,,,,,,,,curated,SPA
86,Constituency #86,Ariyalur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣8.9 Cr,,2,91.05718909783488,,False,False,,,,,,,,curated,SPA
86,Constituency #86,Ariyalur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣39.8 Cr,,1,87.06606427736038,,False,False,,,,,,,,curated,SPA
87,Constituency #87,Karur,Tamil Nadu,CENTRAL,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣6.4 Cr,,1,90.8695042269183,,False,False,,,,,,,,curated,SPA
87,Constituency #87,Karur,Tamil Nadu,CENTRAL,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣29.0 Cr,,0,86.3890894283695,,False,False,,,,,,,,curated,SPA
87,Constituency #87,Karur,Tamil Nadu,CENTRAL,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣29.2 Cr,,2,92.59554929796195,,False,False,,,,,,,,curated,SPA
87,Constituency #87,Karur,Tamil Nadu,CENTRAL,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣22.0 Cr,,1,94.21720744809113,,False,False,,,,,,,,curated,SPA
88,Constituency #88,Thiruvarur,Tamil Nadu,CENTRAL,SC,SPA Nominee,VCK,SPA,False,12th Pass,,,,Γé╣7.7 Cr,,0,85.8680988895788,,False,False,,,,,,,,curated,NDA
88,Constituency #88,Thiruvarur,Tamil Nadu,CENTRAL,SC,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣17.8 Cr,,2,86.0052418318406,,False,False,,,,,,,,curated,NDA
88,Constituency #88,Thiruvarur,Tamil Nadu,CENTRAL,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣1.8 Cr,,2,93.04641175057276,,False,False,,,,,,,,curated,NDA
88,Constituency #88,Thiruvarur,Tamil Nadu,CENTRAL,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣30.2 Cr,,2,86.7356650503319,,False,False,,,,,,,,curated,NDA
89,Constituency #89,Krishnagiri,Tamil Nadu,WEST,GEN,SPA Nominee,VCK,SPA,True,12th Pass,,,,Γé╣15.2 Cr,,1,93.67433307449916,,False,False,,,,,,,,curated,SPA
89,Constituency #89,Krishnagiri,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣29.2 Cr,,2,88.53639154726204,,False,False,,,,,,,,curated,SPA
89,Constituency #89,Krishnagiri,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣40.9 Cr,,0,85.38004465991008,,False,False,,,,,,,,curated,SPA
89,Constituency #89,Krishnagiri,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣5.0 Cr,,1,89.26639214042149,,False,False,,,,,,,,curated,SPA
90,Constituency #90,The Nilgiris,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣40.3 Cr,,2,90.20724730675204,,False,False,,,,,,,,curated,SPA
90,Constituency #90,The Nilgiris,Tamil Nadu,WEST,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣13.4 Cr,,0,93.62164223520207,,False,False,,,,,,,,curated,SPA
90,Constituency #90,The Nilgiris,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣48.1 Cr,,0,85.68853904480136,,False,False,,,,,,,,curated,SPA
90,Constituency #90,The Nilgiris,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣27.4 Cr,,1,94.97865092857569,,False,False,,,,,,,,curated,SPA
91,Constituency #91,Tirupur,Tamil Nadu,WEST,SC,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣33.5 Cr,,2,88.3578944393821,,False,False,,,,,,,,curated,NDA
91,Constituency #91,Tirupur,Tamil Nadu,WEST,SC,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣24.7 Cr,,2,89.42640881602323,,False,False,,,,,,,,curated,NDA
91,Constituency #91,Tirupur,Tamil Nadu,WEST,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣46.0 Cr,,1,93.93807701546848,,False,False,,,,,,,,curated,NDA
91,Constituency #91,Tirupur,Tamil Nadu,WEST,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣37.2 Cr,,2,85.06949072479291,,False,False,,,,,,,,curated,NDA
92,Constituency #92,Namakkal,Tamil Nadu,WEST,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣38.4 Cr,,2,92.8602871747438,,False,False,,,,,,,,curated,SPA
92,Constituency #92,Namakkal,Tamil Nadu,WEST,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣33.0 Cr,,1,90.32136041784263,,False,False,,,,,,,,curated,SPA
92,Constituency #92,Namakkal,Tamil Nadu,WEST,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣46.9 Cr,,1,94.03321665873304,,False,False,,,,,,,,curated,SPA
92,Constituency #92,Namakkal,Tamil Nadu,WEST,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣39.7 Cr,,2,88.12686107003283,,False,False,,,,,,,,curated,SPA
93,Constituency #93,Tiruvannamalai,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣41.3 Cr,,0,88.04756612097904,,False,False,,,,,,,,curated,SPA
93,Constituency #93,Tiruvannamalai,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣45.7 Cr,,1,89.94975334251684,,False,False,,,,,,,,curated,SPA
93,Constituency #93,Tiruvannamalai,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣23.8 Cr,,2,91.25551479065042,,False,False,,,,,,,,curated,SPA
93,Constituency #93,Tiruvannamalai,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣48.5 Cr,,0,89.86802047335534,,False,False,,,,,,,,curated,SPA
94,Constituency #94,Vellore,Tamil Nadu,NORTH,SC,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣38.8 Cr,,2,88.52705525862038,,False,False,,,,,,,,curated,SPA
94,Constituency #94,Vellore,Tamil Nadu,NORTH,SC,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣18.5 Cr,,1,88.52676698416514,,False,False,,,,,,,,curated,SPA
94,Constituency #94,Vellore,Tamil Nadu,NORTH,SC,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣23.2 Cr,,2,87.11068221255434,,False,False,,,,,,,,curated,SPA
94,Constituency #94,Vellore,Tamil Nadu,NORTH,SC,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣41.8 Cr,,0,93.91026398870785,,False,False,,,,,,,,curated,SPA
95,Constituency #95,Tirupattur,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,True,12th Pass,,,,Γé╣38.6 Cr,,1,90.55298916145833,,False,False,,,,,,,,curated,SPA
95,Constituency #95,Tirupattur,Tamil Nadu,NORTH,GEN,NDA Nominee,PMK,NDA,False,12th Pass,,,,Γé╣20.8 Cr,,2,86.85031713594441,,False,False,,,,,,,,curated,SPA
95,Constituency #95,Tirupattur,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣34.4 Cr,,1,90.00427447515489,,False,False,,,,,,,,curated,SPA
95,Constituency #95,Tirupattur,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣47.4 Cr,,2,90.09592739581332,,False,False,,,,,,,,curated,SPA
96,Constituency #96,Tiruvallur,Tamil Nadu,NORTH,GEN,SPA Nominee,DMK,SPA,False,12th Pass,,,,Γé╣34.7 Cr,,2,85.40406594546869,,False,False,,,,,,,,curated,NDA
96,Constituency #96,Tiruvallur,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,True,Doctorate,,,,Γé╣31.6 Cr,,2,90.07132386344878,,False,False,,,,,,,,curated,NDA
96,Constituency #96,Tiruvallur,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣5.1 Cr,,2,89.98747647541097,,False,False,,,,,,,,curated,NDA
96,Constituency #96,Tiruvallur,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣41.9 Cr,,1,89.5159126851197,,False,False,,,,,,,,curated,NDA
97,Constituency #97,Chengalpattu,Tamil Nadu,NORTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣20.8 Cr,,2,94.54856315698892,,False,False,,,,,,,,curated,SPA
97,Constituency #97,Chengalpattu,Tamil Nadu,NORTH,GEN,NDA Nominee,AIADMK,NDA,False,Doctorate,,,,Γé╣44.1 Cr,,2,92.37184109764965,,False,False,,,,,,,,curated,SPA
97,Constituency #97,Chengalpattu,Tamil Nadu,NORTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣8.8 Cr,,0,92.90113190669058,,False,False,,,,,,,,curated,SPA
97,Constituency #97,Chengalpattu,Tamil Nadu,NORTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣25.6 Cr,,0,87.20207849964088,,False,False,,,,,,,,curated,SPA
98,Constituency #98,Thoothukudi,Tamil Nadu,SOUTH,GEN,SPA Nominee,INC,SPA,True,12th Pass,,,,Γé╣43.7 Cr,,0,93.29712877063116,,False,False,,,,,,,,curated,SPA
98,Constituency #98,Thoothukudi,Tamil Nadu,SOUTH,GEN,NDA Nominee,BJP,NDA,False,12th Pass,,,,Γé╣42.0 Cr,,0,87.3791860484358,,False,False,,,,,,,,curated,SPA
98,Constituency #98,Thoothukudi,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣8.9 Cr,,0,93.42663401415504,,False,False,,,,,,,,curated,SPA
98,Constituency #98,Thoothukudi,Tamil Nadu,SOUTH,GEN,NTK Nominee,NTK,NTK,False,12th Pass,,,,Γé╣23.8 Cr,,1,92.47751046648877,,False,False,,,,,,,,curated,SPA
99,Constituency #99,Sivaganga,Tamil Nadu,SOUTH,GEN,SPA Nominee,INC,SPA,False,12th Pass,,,,Γé╣31.9 Cr,,1,94.88795648693187,,False,False,,,,,,,,curated,NDA
99,Constituency #99,Sivaganga,Tamil Nadu,SOUTH,GEN,NDA Nominee,PMK,NDA,True,12th Pass,,,,Γé╣17.8 Cr,,1,88.74509510803948,,False,False,,,,,,,,curated,NDA
99,Constituency #99,Sivaganga,Tamil Nadu,SOUTH,GEN,TVK Nominee,TVK,TVK,False,12th Pass,,,,Γé╣22.8 Cr,,2,92.84578361489942,,False,False,,,,,,,,curated,NDA
